Accession	Description	Sum.PEP.Score	X..Unique.Peptides	Y1L_1	Y1H_1	Y1L_2	Y1H_2	Y1L_3	Y1H_3	Y3L_1	Y3H_1	Y3L_2	Y3H_2	Y3L_3	Y3H_3	Y6L_1	Y6H_1	Y6L_2	Y6H_2	Y6L_3	Y6H_3	Y9L_1	Y9H_1	Y9L_2	Y9H_2	Y9L_3	Y9H_3	Y24L_1	Y24H_1	Y24L_2	Y24H_2	Y24L_3	Y24H_3	S1L_1	S1H_1	S1L_2	S1H_2	S1L_3	S1H_3	S3L_1	S3H_1	S3L_2	S3H_2	S3L_3	S3H_3	S6L_1	S6H_1	S6L_2	S6H_2	S6L_3	S6H_3	S9L_1	S9H_1	S9L_2	S9H_2	S9L_3	S9H_3	S24L_1	S24H_1	S24L_2	S24H_2	S24L_3	S24H_3
Q15014	Mortality factor 4-like protein 2 OS=Homo sapiens OX=9606 GN=MORF4L2 PE=1 SV=1	113.133	14	11819730.78	11608872.47	16874215.59	11991005.47	18756033.08	13501831.77	8041584.969	15760168	8039239.906	16994855.82	6820905.359	14247004.29	3672085.281	22257611.81	3453563.297	17401327.21	3876737.328	20264611.12	3037753.188	22049584.06	2318928.609	19923271.91	2857161.438	20800783.53	889608.6172	22287377.02	1842241.883	21489666.34	1624872.563	26250140.83	41601275.89	2825189	19349742.02	2571444.281	14027147.47	3119766.188	9689679.211	10239281.09	20370737.67	9278020.844	9534883.969	8358840.219	6636008.813	8217112.688	5333144.094	10095947.44	5923159.969	11244804.52	2784760.273	8394924.688	3234997.711	9687164.781	17758833.72	8403349.195	951357.2188	10764761.17	676453.25	7695552.922	810425	9897336.992
Q15018	BRISC complex subunit Abraxas 2 OS=Homo sapiens OX=9606 GN=ABRAXAS2 PE=1 SV=2	51.648	11	9036941.938	3167837.938	9028033.688	562123.0625	11814575.88	725139.9375	8060286.125	NA	8783327.969	2684887.563	7872572.188	1715300.016	9204259.875	4070873.125	9157441.313	NA	8093218.625	3131424.688	3062671.094	2370594.5	5114469.094	3344016.438	6575436.719	4656304.375	2512224.156	1965538.063	2963043.406	3010875.719	3838698.5	4144704.813	7194593.094	1867968.625	8873736.688	NA	7454021.375	NA	9294859.688	1876310.125	6267158.688	NA	5518720.875	1520556.75	5563310.906	2058929	6449193.094	2396777.172	4775674.734	NA	3993716.844	2347868.5	6493685.5	2574808	4763297.031	NA	1643753.5	385982.9063	1430176.938	3669432	1669376.344	466022.5938
Q15019	Septin-2 OS=Homo sapiens OX=9606 GN=SEPTIN2 PE=1 SV=1	423.524	25	207611365.9	6101953.938	225732314.7	5156091.656	252797162.8	6011895.563	207226221.8	17342440.19	205846209	15112108.97	206965394.4	12421960.83	236945070.2	41688608.09	193671432.4	32443641.94	201481658.1	38409018.88	187515539.4	53286869.69	152848312	49399768.66	188441718.7	53203010.88	102498537.8	145161614	119039990.3	148684972.2	118835155.6	168047990.6	239117892.8	12284867.06	304956415.5	11265869.3	259362711.4	4850536.688	296962475.6	16821650.3	270924068.2	13306767.53	280387297.6	13474652.06	246018235.9	27080392.19	243429549.9	27094731.22	223216072.3	27515196.23	223894388	41146461.66	217386486.8	34860596.44	213974422	35950566.98	119808725.9	80320304.78	117148937.5	73299475.84	136267613.1	80639196.69
Q15020	Squamous cell carcinoma antigen recognized by T-cells 3 OS=Homo sapiens OX=9606 GN=SART3 PE=1 SV=1	395.831	44	99852716.41	3667468.539	106189692.6	3360061.137	121994741.9	4655382.313	101125128.5	6186143.781	102413880.6	6798258.438	99484029.05	6572265.977	110520486.8	14757811.97	102202499.7	10654988.02	99537405.69	14126281.31	96979124.66	23716456.09	88225256.3	16933405.53	108173889.2	22708315.22	86427647.45	49072045.63	93151604.84	60134115	99253472.09	59782248.5	112190417.4	4310937	136684916.1	6754480.727	118663770.5	3297199.766	143756862.9	8035603.313	121025919.2	6095454.656	114938901.4	3199414.109	113389058.8	8672448.094	111733917.8	9609289.594	113326886.6	10656548.78	87993919.75	11013965.2	99445685.56	11246532.53	105720861.9	12642747.5	54393020.38	22061073.56	63275307.22	24911504.59	65052762.84	25001201.27
Q15021	Condensin complex subunit 1 OS=Homo sapiens OX=9606 GN=NCAPD2 PE=1 SV=3	362.635	44	85732157.41	12200962.95	110368020	10693201.31	137465025.8	10857333.47	115518636.4	27867813.57	129910184	22105575.16	111249778.7	25590118.07	127173213.9	39788276.58	104189817.9	41913806.06	120002504	40402700.25	92997741.53	47345189.25	88158292.91	50258077.41	105460502.8	52172705.23	60348193.31	114479883.5	57774259	116025371.8	59143010.31	117202565.5	81016215.53	6747708.5	96766047.22	14771965.81	92706977.75	6940371.281	114089960.8	6204059.313	78168617.88	10059416.4	72476142.44	4914476.766	68074288.06	12904755.51	78812059.3	9859368.914	68586305.7	11684753.27	75753180.59	24466259.19	79933406.69	23939885.89	95362723.66	32371090.81	33956517.69	47398226.44	33416356.06	42956091.13	34516079.98	53755161.45
Q15022	Polycomb protein SUZ12 OS=Homo sapiens OX=9606 GN=SUZ12 PE=1 SV=3	61.019	9	5409107.656	NA	5751678.719	NA	5564716.75	NA	6509472.969	NA	5405156.813	NA	5663481.125	222892.3125	4237983.5	459928.6875	3924258.156	391856.4375	4226701.344	445464.0313	4544265.188	1210730.188	3350398.438	883362.8438	4226527.781	1004135.188	1470984.781	3393897.438	1410211.375	3436713.438	1449894.25	3971737.125	10140214.19	NA	14044214.19	820551.75	12824814.69	2093883.094	12603342.25	257896	9821233.75	NA	11032049.81	NA	12364122.81	970513.5313	7729391.438	1166652.469	10532101.22	1478957.5	6413301	582860.75	7901448.438	616173.0938	10737710.09	3494351.125	5075328.438	1484553.5	5395472.438	3182439.75	4011904.469	935489.9375
Q15024	Exosome complex component RRP42 OS=Homo sapiens OX=9606 GN=EXOSC7 PE=1 SV=3	112.293	12	36479858.25	1057838.875	41585349.31	NA	47854217.63	2408349.875	34492372.75	295946.2188	33569160.69	1802230.125	28919282.19	NA	38283344.63	5247742.031	29771168.63	4495361.438	27952170.56	4187292.734	31409021.84	6779010.031	23966758.06	4671314.719	30344012.56	7575801.938	26668085.69	20737304.56	16786903.19	18870944	25216451.31	22506916.69	40073476.88	272442.9375	50737466.5	NA	42678287.94	NA	37909218.63	NA	38916029.19	446321.5938	35440161.38	435718.6875	35114658.06	2260507.281	37009457.56	2075659.313	30856467.88	1642731.813	36260249.22	3224826.531	29912151.13	2110294.25	27234902.38	3588893	22623078.44	8741503.625	16291782.94	6286695.75	22376796.88	9478247.938
Q15027	Arf-GAP with coiled-coil, ANK repeat and PH domain-containing protein 1 OS=Homo sapiens OX=9606 GN=ACAP1 PE=1 SV=1	8.878	1	25930558	444378.5938	27097268	723426.0625	33592689	888826.0625	28208458	3786981.5	23214509	2444180.75	23955964	3050034	34479575	8366783	28704342	7107487.5	25990191	7310126.75	23462085	9409866.75	19601554.5	8648963.75	22316096	9932291	12312939	20391482	15405257.5	23714855.5	17058562.5	24299441	17994224	NA	19292772	NA	24477634	NA	24482010	2025939.125	23558416	2225661.75	19813812	1358462.75	18796296	3557742.5	21972772	4401560	19210112	3800717.25	14470071	4849151	14590901	4429479	14851642	4355985	8749780	8010397	9868561	9969708	8369838	8734838
Q15029	116 kDa U5 small nuclear ribonucleoprotein component OS=Homo sapiens OX=9606 GN=EFTUD2 PE=1 SV=1	697.167	58	526102482.9	12471134.03	466653089.3	7904543.453	527539279.2	19321613.86	472302581	30248115.59	397786242.9	42065535.77	402264190.4	29851384.13	441876286.8	60053505.28	387938635.9	61664985	339958911.1	59963487.67	331327510.5	101648472.7	283922665.3	74525424.91	355754027.9	85195526.34	208538792.2	175591124.6	216439868.4	209795920.7	241593139.1	226783560.4	396821615.7	4398429.844	463440144.8	11247449.72	407269467.4	14260700.78	358075094.3	23619223.31	371214205.1	20263571.09	378424993.3	17559668.78	312405039.3	32583602.31	304508992.6	42271184.16	328611452	47017184.44	286028650.8	61097837.41	245441981.4	51946347.03	408509592.6	62864400.22	172607734.8	81796223.09	156936821.5	72052625.25	271687639.1	95605703.88
Q15031	Leucine--tRNA ligase, mitochondrial OS=Homo sapiens OX=9606 GN=LARS2 PE=1 SV=2	139.161	21	37549121.58	1703163.734	34783581.63	1121039.344	45186729.5	1518459.094	30870524.34	5431815.5	34157623.56	4698095.172	30436625.81	3196064.375	31125267.38	7697159.625	28320223.78	9384209.938	29567282	7772429.813	26640223	15513523.39	23951723.69	13039753.56	28249411.78	11933146.53	17046847.19	41893119.13	21779724.41	41083293.25	20751800.78	43301982.53	34512396.19	11817619.75	38293291.03	18322127.25	30540184.03	13385439.2	36811331.91	17499154.94	38697053.84	15036940.88	32352057.44	14674376.81	35218305.97	14776171.38	32248336.03	16625152.13	35701839.81	13533438.13	33068319.13	19852328.38	33706437.19	18459703.47	32677366.66	20297332.72	23683395	32787770.44	29363151.44	31463498.44	26783754	36409337.97
Q15036	Sorting nexin-17 OS=Homo sapiens OX=9606 GN=SNX17 PE=1 SV=1	10.221	3	2308738.563	8957806	3362412.688	10170845	3569172.375	10285083	1567696.938	6125815	1777736.531	7900812	1259152.969	7099684	NA	5146731.5	NA	4090384.5	1037274.5	4082618.75	NA	4237230.5	NA	3715153.75	457414.6563	3836209.5	NA	1802821.375	NA	2053435.125	NA	1429026.375	1343876.875	9096703	1271184.375	10587889	1373326.75	9852962	1786386.125	9855743	1047620.75	7631139	1335932.125	7906369	849110.625	5135858	NA	5801695.5	1065434.125	6081269	NA	6314588	908286.8125	5287866.5	NA	6723485.5	NA	2199681.75	NA	2255919	NA	2639313.25
Q15041	ADP-ribosylation factor-like protein 6-interacting protein 1 OS=Homo sapiens OX=9606 GN=ARL6IP1 PE=1 SV=2	28.319	4	26131579.13	957319.9375	23798117.47	415504.9063	31266832.63	NA	19952022.41	2050470.125	19499207.03	3056088.125	19456030.75	2459895.375	19159937.19	5791449.438	18280876.44	3958317	14808953.63	4218863.563	16018058.75	7207104.625	13880506	5717092.25	17252358.19	6961108	9980776.25	14174869.75	8992195.594	15894994.75	9654641.25	15493893.5	24135247.88	1518240.938	24619333.63	NA	23238404.63	1662348.844	24717399	3636174.563	23559844.88	2803568.5	19942888.81	2800636.188	17523779	5153257.75	18804277.5	4858175.25	17938356.75	5527452.125	17576548.38	8930028.75	16240273.75	9104904.5	19277422.69	7914677.375	8152668.719	14387051	9438622.375	15277696.25	10084614.34	16427277
Q15042	Rab3 GTPase-activating protein catalytic subunit OS=Homo sapiens OX=9606 GN=RAB3GAP1 PE=1 SV=3	90.673	17	13460351.56	2503029.359	15570548.16	1142031.25	19157253.84	2340360.563	15990588.31	1616960.344	17440086.94	1801776.391	12689582.34	2312367.063	12755143.09	2718940.281	13599997.94	3895525.938	13270479.75	2417292.781	11905298.91	4313971.625	11253526.06	2421482.094	13028688.91	4809152.75	4330440.25	8844076.938	5925491.5	9153955.25	6259669.719	9419627.688	25604557.47	2712236.438	33520311.44	3158342.031	28351042.48	2572149.688	29020282.31	2756939.063	22929741.81	2091913.219	24003057.09	2389597	20481338.19	2093646.594	21991212.25	1837876.156	19543229.34	2089002.75	17976290.73	1583833.625	18980729.45	2968108.5	15987184.45	3210869.938	11304613.22	4356900	11764064.5	3303123.625	12393774.88	4032503
Q15043	Metal cation symporter ZIP14 OS=Homo sapiens OX=9606 GN=SLC39A14 PE=1 SV=3	7.683	2	6328096.625	2710052.75	5283331.188	4240801.625	7833212.375	4292813.375	5876548.438	6469631	1850906.875	3291567	6049195.313	4232197.75	8080040.031	3665178.422	5339915.563	3367204.75	6639343.688	304390.0938	5700694.125	7019992.625	547612.4375	3392155.438	4662096.875	4985323.5	353059.8125	7615147.25	3481886.406	10162930.75	2799096.469	9314475.5	NA	NA	3806209.5	256995.8438	NA	1085277.75	NA	NA	NA	2744793.5	NA	262294.9688	NA	3788684.5	NA	325673.3438	NA	468013.5625	NA	3457326.563	NA	626414.625	NA	3650065.375	NA	4282813.125	NA	892667.25	3772008	6378208.125
Q15046	Lysine--tRNA ligase OS=Homo sapiens OX=9606 GN=KARS1 PE=1 SV=3	473.626	42	415759676	9163747.75	423970192.5	8369082.047	462834931.8	7905288.531	383956707	27222050.91	387587380.8	20839323.22	355766770.1	22058093	447888754.9	61860712.41	356239366.9	52974375.52	345572185.8	49980229.53	361392763.6	93247789.28	303909016.7	80493613.25	356108790.5	89651496.38	237387956	207815193.2	244429195.4	219602176.3	274096972.9	228722680.9	419590798.1	4678968.984	513777975.1	8682461.547	412335195.5	4137024.047	489831894.4	14300957.59	428203491.1	14532177.22	410002219.9	11133531.73	375101981.7	35396446.47	384534006.5	33821715.47	357157084.8	32298459.77	373295027.6	51997177.28	343167506.5	57674976.38	357691284.6	45395266.03	218194847	106285725.7	201939212.8	111029249.6	221827121.3	107099768
Q15047	Histone-lysine N-methyltransferase SETDB1 OS=Homo sapiens OX=9606 GN=SETDB1 PE=1 SV=1	3.515	1	42520994.25	934625.3125	35776602	600678.75	40408682.28	786705.6875	27287711.5	2139929.25	29670756.56	2389474.25	18902351.5	1929666.375	31486202.41	6468351	19383908.34	4219880	22654328.63	4927737.5	35026304.81	12908208	26551159.78	8399302	36711963.63	13061058	24416062	28818320	22476502	25332100	28439770	34878512	27483846	NA	40795104	NA	28700582	NA	33060430	1999025.625	32682142	1873096.875	30660408	2087973.375	31216694	4586961	30456674	4946805.5	30393890	4728352.5	42317564	9026088	44055180	9479739	55515788	12475080	39850184	25333906	37673972	23887530	47888036	29104852
Q15050	Ribosome biogenesis regulatory protein homolog OS=Homo sapiens OX=9606 GN=RRS1 PE=1 SV=2	125.838	22	21647852.52	7002415.438	32328294.52	8149676.625	75839534.78	8354197.063	48596078.41	7881005.906	34222300.41	9418536.375	36094465.84	7708151.375	61877609.19	14261637.16	47961048.5	14725479.11	48939734.94	12879256.45	49382284	16137055.75	43751277.83	20495551.42	56236220.22	16169855.74	42171058.95	32667435.38	46788067.2	52338292.5	34842208.33	54575763.72	34168668.88	8949051.875	42203966.75	7449298.531	30759405.44	5896154.5	43395141.25	11354819.22	31140548.84	5472436.156	38434394.5	8826436.578	31047772.53	5151557.219	33518690.56	6838802.125	29277992.31	5916291.844	23863429.81	6113711.75	36246893.31	9457233.781	27275263.94	12279963.5	18533414.94	7842826.438	13292529.38	7269778.688	18005919.56	14651620.94
Q15054	DNA polymerase delta subunit 3 OS=Homo sapiens OX=9606 GN=POLD3 PE=1 SV=2	36.828	6	3791255.125	NA	5356184.75	NA	5632256.875	NA	3278027.5	NA	3417017	NA	3494137.656	NA	5208903.563	NA	4626856.188	NA	3781787.375	512890.1875	2899535.531	994863.5625	2263019.594	441416	2504792.813	217593.2031	1300522.688	2121188.438	595647.4375	2012049.75	551437.125	2243081.25	5892777.75	NA	7409785.438	14910889	6183185.5	11958020	6295953.125	17084000	6350582.563	8572939	7176262.188	8661397	5564464.438	7949707	6168364.875	6002556.5	5876014	7309446	6316998.969	8083900.313	6449734.5	9316012	5917074	13476447.38	3155378	4998011	6661793.375	6437539.438	7462635.906	9126600.531
Q15056	Eukaryotic translation initiation factor 4H OS=Homo sapiens OX=9606 GN=EIF4H PE=1 SV=5	136.54	17	182398638	9600071.723	212901069.5	10475131.81	232925935.2	10348359.59	196772477.8	21481968.69	197669783.7	22592364.83	193706841.3	22108553.56	182652139.5	45789283.08	198402507.6	42887229.27	186822633.4	49161164.31	164217031	74640188.83	148976555	63748166.38	190423992.5	78178424.13	84035612.84	144168807.7	100415592.4	163768929.9	110678006.5	183568878	181954755.8	5180819.813	245821929.2	6726515.125	212546140	5901937.625	240092970	19336278.31	224223706.8	16577771.91	227300374.5	17287333.69	178674591.3	33933934.47	196537791.4	38128792.69	182211097.2	37383052.78	142150094.2	48350213.44	151061093.1	50112278.38	161292343.8	52885078.48	71029325.69	77467594.06	82704762.84	88729106.44	90793340.63	96005518.31
Q15057	Arf-GAP with coiled-coil, ANK repeat and PH domain-containing protein 2 OS=Homo sapiens OX=9606 GN=ACAP2 PE=1 SV=3	27.261	8	5010520	386720.875	5603498.219	NA	8070911.188	567835.4375	6037133.094	706760.5313	4754016.313	765826.4844	3667365.625	231240.1719	5663002.156	735030.8125	6055034.094	1295246.156	2968122.75	762661.4688	2960431.188	1561094.906	4523054.938	1091287.094	6829137.188	1235905.219	2361546.063	1646051.25	2967626.125	1081938.031	2581436.031	749035.125	9992485.531	NA	7981739.5	NA	6903117.859	NA	9406994.344	228686.1406	9678071.281	NA	9000644.25	187172.0781	7380777.656	358931.7188	7433808.094	454527	7176455.516	614376.8594	7027102.906	940399.2188	5670285.125	728960.5	6828065.719	1055552.656	2408711.375	1458690.438	2486874.625	1878614.625	1316280.813	707466.0625
Q15058	Kinesin-like protein KIF14 OS=Homo sapiens OX=9606 GN=KIF14 PE=1 SV=1	30.341	7	1813054.844	1726198.25	2776340.125	1887872.5	2590349.75	1670064.5	2606513.125	1465349.75	5252867.813	1356884.375	3346866.313	1775312.625	2838649.469	2147330.781	3077386.281	1060833.625	2084003.719	2077183.469	2294974.531	1305518.406	1525921.406	1051480.25	3069103.156	1445904.563	2042209.875	2499664.5	3910248.875	2306896.719	2719046.688	1206566.375	1677466.031	2005463.563	2869529.125	728673.0625	3160509.375	1082943.344	2351871.625	540312.125	1742719.688	722059.5625	2127450.281	527802.875	1687470.031	886783.0938	1785228.344	956685.4375	1450951.75	692184.3125	1810471.563	1508764.375	3610307.625	1375005.406	2007809.813	2592563.563	1490286.578	3429716.875	NA	3048330.25	1539882.313	3537585.313
Q15059	Bromodomain-containing protein 3 OS=Homo sapiens OX=9606 GN=BRD3 PE=1 SV=1	73.608	7	2556607.188	620210.5625	2593918.563	466872.3438	2487506.625	944499.8438	1570355.281	498551.625	2841046.813	949078.1563	2691330.063	352889.6563	782926.5625	775377.625	613050.375	744034.8125	1519462.375	548833.0625	1037119.375	1013096.469	1039413.875	751736.4219	2646334.25	1011845.406	665047.3125	867867.3125	NA	1829057.5	NA	2347733	4295456.563	710276.9375	4076630.125	NA	5375976.781	170733.4063	4717399.406	NA	5123005.656	NA	6071451.25	NA	4748020.281	572668.1406	4183098.063	NA	5203201.344	NA	2984802.156	374397.3125	3010417	285507.9063	3288663.063	NA	2501647.922	1098820.75	4208446.672	646793.5	2935696	373482.8438
Q15061	WD repeat-containing protein 43 OS=Homo sapiens OX=9606 GN=WDR43 PE=1 SV=3	133.26	20	73473458.56	1340361.047	65403624.8	433842.2529	78813382.45	844123.9785	71110577.75	3499736.453	61717780.5	4091131.234	62737618.36	3565243.516	70056739.16	9800982.281	56312323.63	11892376.28	54397386.73	9307017.477	52683453.1	15043337.96	48443173.26	16912374.84	54067366.19	19029318.66	21447971.16	33587978.36	31953647.64	39892050.48	29241327.35	39448266.56	54583012.13	1089535.203	67580376.13	2320573.078	59577682.36	946327.4375	73643659.69	2244811.926	61880324.47	3272770.156	56117390.72	2104058.438	61455682.16	6096463.813	49543484.5	6063585.219	54066262.88	6485725.211	46032852.28	7627333.688	47765919	7912274.188	45557572.48	8963462.055	24934255.03	15038893.94	27525959.79	14862821.48	31560130.27	13733682.16
Q15067	Peroxisomal acyl-coenzyme A oxidase 1 OS=Homo sapiens OX=9606 GN=ACOX1 PE=1 SV=3	140.576	20	42853018.17	1808505.438	31358382.23	2246589.094	35751318.08	1004370.188	27026069.58	3482312.313	44788364.52	4735075.344	35152129.19	5951043.641	35083980.2	4590902	44390803.23	18861112.66	28020622.5	23152722.91	21056299.08	22862096.25	34419739.59	12253346.44	18858268.86	6406886.5	6554222.063	20823684.56	10147805.19	28381051.81	7665822.313	36476184.63	55098532.81	3305287.625	63965999.31	3302102.594	70060151.66	15376162.88	56111629.19	2854754.828	50896398.41	2340081.086	45534006.53	3998963.023	46091289.16	7614367.922	43517145.28	6370371.859	38189140.25	7793474.797	29992279.67	10058924.59	36640584.55	9791458.5	31759260.44	9738713.031	26629923.69	31001834.56	30800815.16	21280693.81	24013588.15	30022339.34
Q15070	Mitochondrial inner membrane protein OXA1L OS=Homo sapiens OX=9606 GN=OXA1L PE=1 SV=3	40.226	5	14063021.31	1200289.094	14449385.69	945367.5625	17316433.25	215125.25	13852818.53	2138056.375	16197340.34	2440219.063	12030813.03	2420664.344	14671919.63	6208578.781	8325823.313	4981485.75	12915847.19	5334053.906	12547011.41	8654743.125	10369340.31	7855272.688	12489775.75	10317345.88	5663376.594	18288370.88	7180120.313	19350818.69	8198701.719	19833557.13	15208915.75	313810	20758759.31	NA	17147180.5	NA	18106666.5	565923.4375	16362157.42	1304087.625	14574212.22	391000.5313	13451480	2658569.688	16718757.05	3036178.375	14267149.78	2843739.813	8483668.094	2852386.844	12224409.03	3694869	13441699.91	2599838.906	6452180.844	7130992.125	7220122.219	8071146.75	3958710	6906325.125
Q15075	Early endosome antigen 1 OS=Homo sapiens OX=9606 GN=EEA1 PE=1 SV=2	406.667	60	70217843.09	30757821	81584912.19	19238813.84	93480720	21250953.22	66478255.78	15479644.92	64681361.19	18254076.38	59806048.09	27851789.16	59812772.22	18055511.34	52153072.69	25781524.72	60281590.47	26525732.14	57449079.03	24172843.5	49949172.27	33464058.25	53847144.16	27495059.59	25476699.69	42093999.41	31992453.03	40374417.25	34378210.94	47070376.13	63117148.13	4526983.469	86746418.13	6280503.938	70132916.38	6142879.406	70083412.56	8610743.469	74852416.45	6571482.906	59636296.69	5418103.844	56515586.73	7137537.438	60471793.3	7576281.219	60273950.44	6441145.016	50957723.91	13135938.53	48125687.31	11931902.31	54946591.44	11525561.91	26650718.7	33786442.19	28541353.91	27124716.19	31775213.25	36735631.47
Q15084	Protein disulfide-isomerase A6 OS=Homo sapiens OX=9606 GN=PDIA6 PE=1 SV=1	392.372	21	478041694.8	19645580.13	573050474.7	15192631.81	568638196.9	13789782.61	431345295.1	43691258.13	431763693.9	37492356.44	420682094.6	45334169.19	508656953.1	120319793.4	410200360.8	90343811.19	460762522.8	103795473.9	354047540.8	135304696.5	324770814.4	126651712.4	345242342	137232796.9	221166362.6	387026487.4	228646675	398572676.1	259013397.5	445185851.3	504577598	16547756.17	606089054.8	8313833.016	481357752.9	11063734.88	520793268.9	30431553.06	513715845	34256760.44	514955289.9	30472835.69	480723008.1	78088904.94	470707059.8	68071969.38	420603664.9	75399151.19	376566219.1	106321007.6	399602036.4	101729369.4	438293565.6	112664053	252159074.2	261932438.8	201679697.4	212932322.6	214872137.1	234595634.5
Q15102	Platelet-activating factor acetylhydrolase IB subunit alpha1 OS=Homo sapiens OX=9606 GN=PAFAH1B3 PE=1 SV=1	56.289	8	37906770.25	181748.7344	39880416	NA	48862962.5	352497.4453	34357039.44	1682248.531	35780742.72	1840925.438	35436700.06	1327022.023	39934439.38	4847919.313	33257246.31	4700218	29025369.5	3745426.781	31567349.56	8140907.25	29098422.81	7383098.563	32169285.94	8002310	17412497.88	23502715.06	20190706.81	24243807.13	19074256.56	28976708.25	54051562.44	1961024.875	58107431.13	2326490	66298031.88	2665870.25	53673675.94	1678520.141	48809997.56	2273946.453	47610618.81	1824969.063	41495279.66	4504622.141	45412663.44	4926468.234	43218282.72	4697631.078	37600635.25	6680018.313	38757157.47	7179586.25	43559286.13	10417789.69	22307554.58	14465450.03	21424268.22	15469153	28425621.5	17608030.5
