Accession	Description	Sum PEP Score	# Unique Peptides	S1L_1	S1H_1	S1L_2	S1H_2	S1L_3	S1H_3	S3L_1	S3H_1	S3L_2	S3H_2	S3L_3	S3H_3	S6L_1	S6H_1	S6L_2	S6H_2	S6L_3	S6H_3	S9L_1	S9H_1	S9L_2	S9H_2	S9L_3	S9H_3	S24L_1	S24H_1	S24L_2	S24H_2	S24L_3	S24H_3
Q9BUR5	MICOS complex subunit MIC26 OS=Homo sapiens OX=9606 GN=APOO PE=1 SV=1	65.076	9	17936641.38	557436.4375	16162179.31	98832.74219	19067947	735805.0781	20302633.13	221694.0156	17114029.75	168077.8906	16131910.16	166053.9688	16562766.75	229835.4063	16590860.88	359253.6875	15048644	1104126.25	11451861.16	1643960.125	11475743.31	1322642.063	13972946	1185722.266	9236426	3951385.25	8676533.156	2988362	8198776.594	2925654.063
Q6P1N0	Coiled-coil and C2 domain-containing protein 1A OS=Homo sapiens OX=9606 GN=CC2D1A PE=1 SV=1	65.037	16	12678277.75	280723.5	14517877.09	215168.2188	14099622.59		16486597.91		14614601.66		12784861.06	298148.5	11377470.84		9589900	248399.9375	12759349.34	347869.4688	10292224.03	1038234.625	8203714.781	247707.6719	11220120.31	347957.0313	3940718.203	560252.8125	4682003.5	1282506.625	6158881.25	1414004.938
Q9Y5Y2	Cytosolic Fe-S cluster assembly factor NUBP2 OS=Homo sapiens OX=9606 GN=NUBP2 PE=1 SV=1	65.013	8	14484954.63	3534906.688	21524130.25	1748291.625	19762768.75	1071639.656	25039875.78	4539426.375	35018555.25	3310617.094	19157792	3837389.313	17105452	6628919.625	28848991.56	4771511.875	19143691	2900732.625	16360328.22	3711438.875	17981228.06	4386633.5	13938406.06	5096546.563	5552224.125	4950133.75	5737898.438	5437485.25	8571657.563	9276527.875
Q96MU7	YTH domain-containing protein 1 OS=Homo sapiens OX=9606 GN=YTHDC1 PE=1 SV=3	64.979	9	14129866.75	3475860.813	16240803.72	4673783.25	15806566.13	4440563.375	14776273.81	18104180.22	14098191.63	12742535.05	13545003.5	13999368.06	12069729.83	18020206.34	11878670.91	19115033.58	13448318.13	21111258.13	13529306.06	20910003.25	13314832.06	18129214.59	15421504.84	17099193.27	4974995.797	25748574.53	3721530.063	30977895.41	6686651.969	31618222.88
O60927	E3 ubiquitin-protein ligase PPP1R11 OS=Homo sapiens OX=9606 GN=PPP1R11 PE=1 SV=1	64.971	6	5117088.078		5749442.438		4935357.469		5076305.094		4773080.438		4472199.156		4021237.438		2616459.719	211133.7813	3325375.156		2896752.969		3346736.125	316143.25	3210861.656	316291.5313	346738.625	462598.5	733969.5938	482608.125	977895.8125	458143.8125
O94888	UBX domain-containing protein 7 OS=Homo sapiens OX=9606 GN=UBXN7 PE=1 SV=2	64.957	9	13392914.88		16541528.31	351928.4375	14008498.44	372317.2813	13507713.88	437156.8125	12715982.56	325100.4688	10919779.38		13428864.69	1350133.594	13851391.19	1728662.344	10628454.81	1324759.5	12436421.88	1478346.938	12315748.81	2421652.156	7998537.75	1673310.75	7661498.844	4233535.125	9461329.813	5210818.469	11494423.78	5874634.813
Q9H9J2	39S ribosomal protein L44, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL44 PE=1 SV=1	64.889	9	23753919.75	1232911.25	32996207.25	2547023.188	22698216.25	1378901.5	22020327.38	2389800.656	21407557.88	1942931.063	28446711	1687174.594	24917790.88	3236976.188	20249531.5	2196192.25	20351237.94	2412126.5	21327496.25	3855579.875	15805691.75	3684245.125	13756844.06	2985675.531	10862347.09	5389410.531	10832986.22	4900852.031	11518437.69	6354028.063
P61916	NPC intracellular cholesterol transporter 2 OS=Homo sapiens OX=9606 GN=NPC2 PE=1 SV=1	64.838	7	47967084	6015320.75	39131066.25	2284441.406	38787181.75	7112324.938	40279462.19	3355853.031	38827244.06	3514639.531	37859893.31	3577745.219	35015758.97	5875313.313	30920040.13	8984919.25	34138203.88	5862477.875	23796101.25	8292278.625	29134730	17232415.31	27332618.75	12370572.44	19821141.78	13828406.19	18415775.88	15140799.56	18021728.28	17379732.75
Q9H2J4	Phosducin-like protein 3 OS=Homo sapiens OX=9606 GN=PDCL3 PE=1 SV=1	64.812	9	16134257.69	3208835.5	22729892.81	3479991.25	15414236.53	3092775.313	18411982.88	2876340	16603352.81	4462954	13609164.38	1694161.063	10886902.69	20596813.63	10673558.88	3685158.875	8630335.188	16953337.5	7634326.625	3245818.5	7861214.938	4644850.125	9230990.125	3381506.375	1699026	6416721.5	4864040.875	11375100	4098688.25	5668697.125
P23368	NAD-dependent malic enzyme, mitochondrial OS=Homo sapiens OX=9606 GN=ME2 PE=1 SV=1	64.811	12	17479583	3461419.375	20200836.44	1649351.75	14711820.63	1455080.875	15901687.19	2888940	14605639.81	3898263.875	12807181.34	3908523.375	16451490.66	4749175.125	10613537.88	4301050.25	14091434.5	4996478.75	12502084.84	1568848.75	10878430.44	4709406.375	15766616.63	5022125.813	9741340.188	1223607.5	5972801.25	1831979.813	10417458.75	869972.1875
Q96JJ7	Protein disulfide-isomerase TMX3 OS=Homo sapiens OX=9606 GN=TMX3 PE=1 SV=2	64.778	12	16266703.13		15369418.13	2158305.063	16555970.13	218676.0156	11809478.88		15796949.13		13014152		11203728.31	1816884.313	13363460.44	803658.125	12379625.91	325069.5	8600472.219	909051.5938	11223704.63	2548927.438	10215641.31	1667231.656	3150424.75	2336973	4732083.938	2646559.406	6183097.75	2922185.375
P61956	Small ubiquitin-related modifier 2 OS=Homo sapiens OX=9606 GN=SUMO2 PE=1 SV=3	64.77	2	53073676	535239.875	73726794.75	1092843.125	69295686.75	1239772.094	58728030.25	4984070.156	60695315.75	5323875.844	54333407.25	4759629.25	47081527.75	9271981.156	49308769	10886447	49163390.25	9935167.406	41897440.88	14757919.22	43678333.13	15077711.22	45152045.63	16247610.22	25819687.5	29005949.31	26985778.06	28048382.5	32951478	34865831.63
Q9NV31	U3 small nucleolar ribonucleoprotein protein IMP3 OS=Homo sapiens OX=9606 GN=IMP3 PE=1 SV=1	64.676	8	16335189.5	1466183.875	21807319.06		19950643.38		24128900.13		15555955.69	1276652.5	16870582.25		16946214.88	2033658.609	17987168.19	1391625.125	15632596.81	2518076.313	9940537.938	2710404.938	11601410.88	4677019.719	11364893.63	3708639.938	5209212.109	7866609.313	5288999.156	7457545.625	4316800.563	6903083.781
O15533	Tapasin OS=Homo sapiens OX=9606 GN=TAPBP PE=1 SV=2	64.608	6	28705904.5	695364.3906	27566853.16	622325.6875	25256476.97	780707.125	25754245.91	2673701.813	22547087.34	1906727.813	20944569.97	2408134.875	18609707.05	3605859.836	17289098.78	3665506.469	17551950.22	3774709.016	17421095.97	5002880.281	15491073.97	5770243.289	14394040.63	5442228.695	5950252.883	6035610.156	6151874.734	7001359.016	6304904.875	7122437.688
Q9NVJ2	ADP-ribosylation factor-like protein 8B OS=Homo sapiens OX=9606 GN=ARL8B PE=1 SV=1	64.558	3	7171031.375		10510573.19		6036735.875		10071440.13		9602042.188		8932658.25		8207948.875	316785.5	9825655.875	503746.6563	9361669.188	339295.3438	9508807.125	1472080.625	5936579.25	767371.0625	6071220.063	725478.75	5075385.313	2569517.938	3413769.188	2540131.063	6702637.125	2862476.375
Q66K74	Microtubule-associated protein 1S OS=Homo sapiens OX=9606 GN=MAP1S PE=1 SV=2	64.538	13	14243627.22	5343878	15868425.69	6276094.5	13369527.13	7283309.5	17561363.91	5006135.5	14046920.47	5551397.063	11595334.5	4579464.016	11467406.64	5976723.438	13441828.06	5333573.719	10869013.69	4201918.813	12998309.25	4808575.234	15724309.5	7138174.352	15615575.63	6189117.453	7301812.719	5145780.672	8330591.875	5134172.875	8951343.203	8004241.094
Q9NQ55	Suppressor of SWI4 1 homolog OS=Homo sapiens OX=9606 GN=PPAN PE=2 SV=1	64.498	12	12449283.25	548061.875	12304950.78	2124685.25	19420302.3	698769	15423929.94	3342568.938	13189466.13	1736108.563	11298521.28	1769693.375	13211471.03	1946514.375	13001373.55	1777843.75	12528747.75	1032599.969	11199706.88	2994260.516	12922868.38	2068125.375	10646557.95	2075110.656	6190473.25	3473736.797	9001651.75	4079697	7312510.75	4425012.75
P09884	DNA polymerase alpha catalytic subunit OS=Homo sapiens OX=9606 GN=POLA1 PE=1 SV=2	64.458	16	6149354.344	865139.875	10265920.88	788627.0313	10220357.25	942119.9219	8498551.281	437144.0938	7107213.688	1518218.719	6777085.219	1318539.75	6855553.188	951712.7188	4521262.875	777851.0781	7028378.938	458314.125	5232836.469	1615461.063	5719957.094	1307116.313	4450132.031	438463.25	2910077.75	2029753.75	2767937.75	2077770.063	2599758.625	1922781.75
Q8N9N8	Probable RNA-binding protein EIF1AD OS=Homo sapiens OX=9606 GN=EIF1AD PE=1 SV=1	64.33	6	13710138.06	4044131.875	16446731.13	3231122.969	14286163.63	3698485.625	12970141.75	4477979.563	10158033.63	3265714.688	9510650.063	2956964.813	5875678.25	5269833.234	7293695.125	4702976.125	6244044.125	2828367.781	5505910.563	5782995.438	5566378.875	4876918.813	6442983.438	6391014.063	1272985.219	6501164.938	2764944.531	6867362.875	2215721.469	4953448.125
Q99570	Phosphoinositide 3-kinase regulatory subunit 4 OS=Homo sapiens OX=9606 GN=PIK3R4 PE=1 SV=3	64.327	14	9900391.75		11099409.69		10763964.94	548579.4375	11180516.94	604814.1875	10126634.13	2117143.875	9134655.875		7540040.781		8646768.781	1024549.75	9321352.344	962534.875	7434799.781	1121420.063	6767295.125	975627.75	7663223.438	1252921.375	1175868.25	1529465.781	1715414.688	1783756.531	1131228.906	1372504.375
O43709	Probable 18S rRNA (guanine-N(7))-methyltransferase OS=Homo sapiens OX=9606 GN=BUD23 PE=1 SV=2	64.32	9	25843839.06	1048086.375	28222091.44	1148347.125	22867122.56	998437.5	22077534.5	1298043.875	19401975.22	3680054.75	20080650.31	3377395.406	13554852.78	4920878.125	13319794.47	6803643.75	13534251.91	5755975.844	5334733.656	7771602	5389126.25	6601396.313	6611688.531	6304886.438	235238.6563	9147971.688	1786459.875	7979406.75		9036922.188
Q9NVE7	4'-phosphopantetheine phosphatase OS=Homo sapiens OX=9606 GN=PANK4 PE=1 SV=1	64.19	14	6449963.719	228359.3281	12025837.19		10278259.59		10893518.19	2379027.25	10303427.31	387069.625	7715882.563	527880.4531	8679686.906	503519.0625	6430460.094	1147313.906	7962097.938	1020201.406	7408803.844	1130924.406	6824684.891	1922560.75	7926022.906	1203513.781	4168531.875	3019777.75	3337911.344	3265112.094	4079326.281	3631643.75
Q14674	Separin OS=Homo sapiens OX=9606 GN=ESPL1 PE=1 SV=3	64.16	17	4456546.625	1250931.688	6371678.344	1428750.563	23254799.44	1338355.406	7591713.094	1109123.344	12854326.22	751477.75	5994488.469	3061367.875	5262674.813	685870.9375	6805475.313	1727975.375	6678465.844	1496826.625	6625843.344	1317439.875	5408509.438	1294262.969	7053028.281	2265634.156	2875512.516	986312.9063	2317019.5	897417.6563	2482044.516	796034.8125
O00217	NADH dehydrogenase [ubiquinone] iron-sulfur protein 8, mitochondrial OS=Homo sapiens OX=9606 GN=NDUFS8 PE=1 SV=1	64.147	9	18753777.78		20678490.13		22314611.5		21767808.78	513402.0625	18031106.02		10578321.66	518377.8438	10748238.41	287970.1875	13076156.16		17278378.81	3242870.188	7656777.5	689303.75	13173848.45	2387762.938	7960008.688	482349.3125	4438931.844	2740476	7972938.156	2532940.375	7398501	2674801.313
Q6UX04	Spliceosome-associated protein CWC27 homolog OS=Homo sapiens OX=9606 GN=CWC27 PE=1 SV=1	64.107	9	18627177.19	322059.2734	24892656.84	3097714.469	23717995.47	217242.125	31618691.06	350644.5977	19477159.97	318434.1563	16230610.22	3613741.25	18761317.03	3517447.996	25287433.59	433616.9531	18191006.28	2085680.586	12369586.22	169140.8359	13258987.53	259063.2656	14183686.88	3254503.613	2707036.984	1463266.953	7884762.703	3091454.141	8036378.063	2434956.09
Q03518	Antigen peptide transporter 1 OS=Homo sapiens OX=9606 GN=TAP1 PE=1 SV=3	64.055	10	7122960.25		7249339.563	4783504	11400324.13		11432876.25	3443352	7278644.25	4205731.5	10765937.63	3791545.25	4995459		9464120	4495547.125	7184127.063		11925364.75	607724.625	4496580.25	622548.75	8385987.313	269723.9375	2055141.625	431438.125	1583061.75	696622.1563	712302.4375	555526.25
Q16637	Survival motor neuron protein OS=Homo sapiens OX=9606 GN=SMN2 PE=1 SV=1	64.028	5	21953046.63	10835016.28	23284331.88	27431057.02	24541657.25	8270895.563	22093693.38	26620981.25	21732226	21583132.63	20577619.88	7929507.281	7300696.813	18426195.91	19628760.41	21581878.88	22185718.69	20029971.13	13516505.52	8388834.125	15416349.47	19309292.44	8894899.5	24439699.5	8351270.875	8512832.813	5723965.906	16164257.75	10462128.44	20841859.75
Q96G23	Ceramide synthase 2 OS=Homo sapiens OX=9606 GN=CERS2 PE=1 SV=1	63.999	6	25741089.19		26058158.06		27793355.5		21449358.88	1376854.75	19562685.31		17373878.69	1970047.125	19359774.44	30144145.75	17799531.13	536099.6875	14977901.75	28169514.78	16622951.88	964805.625	16277401.88	4866161.813	11024722.78	2502923.375	8331124.125	7662800.531	3939692.938	5411830.406	7791477.875	7759147.469
P55210	Caspase-7 OS=Homo sapiens OX=9606 GN=CASP7 PE=1 SV=1	63.984	9	16313848.19	751058.875	23444723.13	572668.4375	18918855.44		20319147.63	1066687.25	19830131.56	536798.625	18837793.44	934490.5	17023794.72	365941.4688	17626522.97	450646.1563	16693720.75	1825527.688	13760931.88	2410493.078	13047612.88	2929054.563	14172930.47	2047011.313	4932631.781	2531194.484	5858592.875	3617069.688	7747415.469	4166562.688
O43674	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 5, mitochondrial OS=Homo sapiens OX=9606 GN=NDUFB5 PE=1 SV=1	63.975	5	25636815.94		37238360.69		29131534		31915678.06	5670495.719	26574470.19	321120.1563	25515967.19	684889.0625	20164807.88	1053696.906	22732063.38	1815076.125	15705084.13	2634123.344	21638323.25	4427156.25	14436357.72	7420528.438	20432705.13	6155121.938	7041007.688	6055224.313	5003513.875	6330945.688	7998943.25	5860375.813
Q9UJX2	Cell division cycle protein 23 homolog OS=Homo sapiens OX=9606 GN=CDC23 PE=1 SV=3	63.956	16	20286067.78	2756898.125	24102621.97	2666601.844	21226727.55	3520144.813	18573370.75	4387269.375	14480133.72	2459735.688	17543847.91	3998954.656	14517237.14	2896776.875	17058930.25	4999286.297	17109014.28	4141236.578	16023826.41	6151912.203	15363284.72	4949008.406	12721162.75	3163626.547	9284833.188	3986071.625	11106724.78	5995637.031	11047756.72	6240439.656
O60518	Ran-binding protein 6 OS=Homo sapiens OX=9606 GN=RANBP6 PE=1 SV=2	63.917	10	5563839.781	2485394.313	9312237.688		5792350.594	824893.0625	4480091.375	783221.5625	6069740.938	705587.375	5881295.594	2191763.906	4507804.875	2853010.25	3625223.25	2133389.156	3889165.313	2732472.219	4901214.188	3662699.563	5375845.406	1420825.063	2898097.375	4325858.875	1427973.438	4584610.375	1510964.469	5243494.438	1057065.875	4089243.031
Q15291	Retinoblastoma-binding protein 5 OS=Homo sapiens OX=9606 GN=RBBP5 PE=1 SV=2	63.899	13	19484976.25	359322.125	18968949.06		17937990.94	1650829.906	21169960.34	333547.8438	16835711.72	896574.625	14609158.03	5479658.688	17982291.31	4969485.438	15038506.28	8173474.094	14258339.44	6861725.531	18135410.03	6315710.813	18238337.13	6004140.938	13656812.38	7648077.344	17939636	6200443.5	16368787.97	4169073.844	16469172.25	5330976.063
Q969G5	Caveolae-associated protein 3 OS=Homo sapiens OX=9606 GN=CAVIN3 PE=1 SV=3	63.888	7	10043968.72	718747.7344	13045539.94	751490.0625	10576402.22	394850.375	11214250.81	2571119.281	10268232.56	2347501.328	8848836	1973329.75	9548617.656	3169919.445	7797559.328	3332977.422	8717015	3254206.313	7358576.563	3650289.602	7217863.906	4138421.203	8399353.578	5331013.203	3489352.313	6214845.422	3510567.422	7181979.25	3604892.719	6962049.258
Q9Y2U8	Inner nuclear membrane protein Man1 OS=Homo sapiens OX=9606 GN=LEMD3 PE=1 SV=2	63.727	16	14250628.97	3611290.5	19413726.28	2794427	19406830.78	6077706.813	17908389.16	3575353.25	14614155.94	2193593	14529015.34	5876613.625	13822601.95	2370417	14084539.06	1740152.172	13338452.14	1922495.469	12749666.22	2192324.672	13513507.34	2552788.844	25799707.03	2323226.344	6013956.469	1377979.625	8754448.906	1305369.938	8053448.906	1113613.375
Q6ZNB6	NF-X1-type zinc finger protein NFXL1 OS=Homo sapiens OX=9606 GN=NFXL1 PE=1 SV=2	63.706	13	6937905.75	881091.375	10746865.25	2077712.25	7078414.734	627596.75	6950425.781		6135476.109		5910255.984	1377610.938	5375757.625	945306.5625	4609774.891		7933175.188	642633.375	4823243.594	1430940.117	2492918.172	770123.875	4099965.625	1018157.813	1941660.359	177859.6406	1477594.5	135812.8125	1042133.984	753403.125
Q9H2K8	Serine/threonine-protein kinase TAO3 OS=Homo sapiens OX=9606 GN=TAOK3 PE=1 SV=2	63.702	11	4545259.563		5604873.125		5409719.031		4643893.281		5525571.813	282311.7188	5868424.094	257227.2031	4497289.5		4167274.75	490804.875	4044821.969		3753465		3872841.938	485547.75	2913004.156	540356.8125	1725135.75	1448745.063	1588098.656	1872957.156	1541897.656	2312001.063
Q58FG1	Putative heat shock protein HSP 90-alpha A4 OS=Homo sapiens OX=9606 GN=HSP90AA4P PE=5 SV=1	63.626	2	37209060.75		29489234		31225135.56		29784728		28287134		23462878		24086312		21063640		16770281		17606970		17659904		19770906		13805974		11261477		17216112	
P09471	Guanine nucleotide-binding protein G(o) subunit alpha OS=Homo sapiens OX=9606 GN=GNAO1 PE=1 SV=4	63.602	6	3713520.109	1800513.625	6366677.125	5347482.375	3315858.313	4606268.375	3742540.25	550269.875	3015807.719	4383208.125	5330384.719	577971	1143371.781	2708534.094	5120654.219	1638398.875	1512013.75	2868103.469	3665449.313	3202607.469	4420464.188	537302.25	4481072.781	3542574.063	3736298.375	1380056.875	2366709.75	1062327.375	3357130.75	3183946.5
Q9Y3Q8	TSC22 domain family protein 4 OS=Homo sapiens OX=9606 GN=TSC22D4 PE=1 SV=2	63.498	9	7679245.781		13752318.88		12118636.19		12897015.81		10947535.09		10505646.81		6462282.719		5079473.875		6008439.672		6017157.563		5225248.75		5755654.656		5911861.188		2750936.875		3545974.156	
P11217	Glycogen phosphorylase, muscle form OS=Homo sapiens OX=9606 GN=PYGM PE=1 SV=6	63.463	1							2168210.75																2841504.75		1008154.375	2460435.5	1301985.125	2357854	1735018.875	1482367.625
Q9H9A6	Leucine-rich repeat-containing protein 40 OS=Homo sapiens OX=9606 GN=LRRC40 PE=1 SV=1	63.441	15	9543782	1944138.375	17519429.81	977603.75	13403918.63	1740643.594	20314191.75	1108615.875	14935969.31	497956.0938	14592173.06		10910955.13	195975.7813	18290650.5	2818666.344	8989575	1537388.156	11177864.22	1138546.5	13749221.31	398786.8125	20306143.56	2570134.188	5709137.813	1813448.344	4003453.5	1978063.125	4303264.906	1162426.813
Q14CX7	N-alpha-acetyltransferase 25, NatB auxiliary subunit OS=Homo sapiens OX=9606 GN=NAA25 PE=1 SV=1	63.419	11	10718567.56	1783104.125	12157309.94	631707.625	11314824.25	692264.875	13462514		11245541.25	869933.625	13384094.34		10633260.44	595694.625	11253940.44		10228919.13	632982.9688	11276047.06	1130789.75	8633452.75	2765504.719	12013974.75	2577217.625	5606698.156	2746946.5	4923428.313	1850712.25	5512649.906	2780639.5
Q9Y6I3	Epsin-1 OS=Homo sapiens OX=9606 GN=EPN1 PE=1 SV=2	63.419	8	6145130		8870223.625		6838364.75		7441697.75		7594805.875		5552542.719		5235817.188	336747.3438	5399309.219		5002653.5		4381603.844		4012570.25	540925	4640476.219	434114.0625	1429190.531	1259746.25	5011027.688	1459826.188	1517511.438	1881522.75
Q9NPA0	ER membrane protein complex subunit 7 OS=Homo sapiens OX=9606 GN=EMC7 PE=1 SV=1	63.399	6	28000075.38	492952.3125	21459541.19	529075.3125	19817025.13	434777	20415443.13	3758930.688	17135083.81	4512194.844	14472913.69	2208638.063	11134866	6167603.5	8008146.75	8362701.875	11883988.56	5329930.563	9994499.375	12096957.94	10010993.38	10724090.5	9028246.344	7018811.5	623925.75	14196173.31	3364793.5	13110405.19	4875185.313	18003785.75
P13645	Keratin, type I cytoskeletal 10 OS=Homo sapiens OX=9606 GN=KRT10 PE=1 SV=6	63.362	9	7220077.656	327388.5313	2672907.75	414246.1875	2856172.406	403632.375	824333.2188	378979.625	2219890.344	419908.5938	1245999.781	306827.625	3749191.969	402635.9063	1345209.656		1814110.438	353438.5	2621482.375		4280589.063	362191.25	892749.9531		2583880.719	356245	1304390.563		7738688.469	
Q9BRJ6	Uncharacterized protein C7orf50 OS=Homo sapiens OX=9606 GN=C7orf50 PE=1 SV=1	63.331	9	31557295.44		42208949.5		39108403.69		41971862.53		36831175.66		38092707.69		33675355.52	504559.5938	37215908.52	536494.6563	32421922.31	547730.3281	27846471.78	1682566.094	28445168.75	627937.7813	28410416.13	631647.8125	15597311.34	2560947.438	14866825.72	2479697.875	17985031.31	3210809.563
Q9GZP4	PITH domain-containing protein 1 OS=Homo sapiens OX=9606 GN=PITHD1 PE=1 SV=1	63.293	10	17874467.03	271357013.3	18800863.34	347930833.3	15914543.41	274963564.3	14712792.75	226876029.3	13746039.31	173687790.8	10749937.38	185584453.8	11153157.28	157405058.5	13637699.63	159175090.4	9781244.688	134909116	10107140.19	156669095.5	11441499.03	148529498	11420670	133424381.9	4167307.516	163982374.9	5565631.422	200662756.8	6310935.688	166190073.6
